,Filename,TTR,WordCount,UniqueWords,MLU,Fillers,NSNouns,LIVerbs,$,'',",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,``,SYM,FW,WP$,Segment_x,WC_x,Analytic_x,Clout_x,Authentic_x,Tone_x,WPS_x,Sixltr_x,Dic_x,function_x,pronoun_x,ppron_x,i_x,we_x,you_x,shehe_x,they_x,ipron_x,article_x,prep_x,auxverb_x,adverb_x,conj_x,negate_x,verb_x,adj_x,compare_x,interrog_x,number_x,quant_x,affect_x,posemo_x,negemo_x,anx_x,anger_x,sad_x,social_x,family_x,friend_x,female_x,male_x,cogproc_x,insight_x,cause_x,discrep_x,tentat_x,certain_x,differ_x,percept_x,see_x,hear_x,feel_x,bio_x,body_x,health_x,sexual_x,ingest_x,drives_x,affiliation_x,achieve_x,power_x,reward_x,risk_x,focuspast_x,focuspresent_x,focusfuture_x,relativ_x,motion_x,space_x,time_x,work_x,leisure_x,home_x,money_x,relig_x,death_x,informal_x,swear_x,netspeak_x,assent_x,nonflu_x,filler_x,AllPunc_x,Period_x,Comma_x,Colon_x,SemiC_x,QMark_x,Exclam_x,Dash_x,Quote_x,Apostro_x,Parenth_x,OtherP_x,Segment_y,WC_y,Analytic_y,Clout_y,Authentic_y,Tone_y,WPS_y,Sixltr_y,Dic_y,function_y,pronoun_y,ppron_y,i_y,we_y,you_y,shehe_y,they_y,ipron_y,article_y,prep_y,auxverb_y,adverb_y,conj_y,negate_y,verb_y,adj_y,compare_y,interrog_y,number_y,quant_y,affect_y,posemo_y,negemo_y,anx_y,anger_y,sad_y,social_y,family_y,friend_y,female_y,male_y,cogproc_y,insight_y,cause_y,discrep_y,tentat_y,certain_y,differ_y,percept_y,see_y,hear_y,feel_y,bio_y,body_y,health_y,sexual_y,ingest_y,drives_y,affiliation_y,achieve_y,power_y,reward_y,risk_y,focuspast_y,focuspresent_y,focusfuture_y,relativ_y,motion_y,space_y,time_y,work_y,leisure_y,home_y,money_y,relig_y,death_y,informal_y,swear_y,netspeak_y,assent_y,nonflu_y,filler_y,AllPunc_y,Period_y,Comma_y,Colon_y,SemiC_y,QMark_y,Exclam_y,Dash_y,Quote_y,Apostro_y,Parenth_y,OtherP_y
99,Bush - Speech99 - Edited.txt,0.21775544388609716,4179.0,910.0,16.728571428571428,14.0,13.0,189.0,0.0,2.0,221.0,280.0,40.0,172.0,19.0,401.0,16.0,385.0,204.0,15.0,3.0,111.0,425.0,108.0,4.0,183.0,4.0,16.0,472.0,34.0,322.0,3.0,4.0,21.0,149.0,18.0,328.0,82.0,83.0,91.0,247.0,129.0,31.0,30.0,29.0,2.0,0.0,0.0,0.0,1,3922,29.08,44.94,54.79,62.04,14.01,16.8,90.39,59.48,19.25,10.48,6.04,1.73,1.1,0.92,0.69,8.77,6.3,12.93,12.62,5.89,6.81,3.31,21.9,2.96,1.56,1.66,0.76,2.27,5.53,3.49,1.58,0.25,0.25,0.31,9.59,0.03,0.05,0.15,1.07,15.35,3.34,1.84,2.58,3.54,1.61,4.33,2.07,0.74,0.89,0.2,0.2,0.05,0.05,0.05,0.05,7.57,2.37,1.2,2.55,1.45,0.66,3.09,15.4,1.96,11.5,2.6,6.63,2.98,2.86,0.15,0.33,1.84,0.05,0.08,0.89,0.0,0.08,0.48,0.33,0.0,20.47,6.94,5.63,0.1,0.18,0.25,0.0,1.17,0.1,5.94,0.0,0.15,1,3922,29.08,44.94,54.79,62.04,14.01,16.8,90.39,59.48,19.25,10.48,6.04,1.73,1.1,0.92,0.69,8.77,6.3,12.93,12.62,5.89,6.81,3.31,21.9,2.96,1.56,1.66,0.76,2.27,5.53,3.49,1.58,0.25,0.25,0.31,9.59,0.03,0.05,0.15,1.07,15.35,3.34,1.84,2.58,3.54,1.61,4.33,2.07,0.74,0.89,0.2,0.2,0.05,0.05,0.05,0.05,7.57,2.37,1.2,2.55,1.45,0.66,3.09,15.4,1.96,11.5,2.6,6.63,2.98,2.86,0.15,0.33,1.84,0.05,0.08,0.89,0.0,0.08,0.48,0.33,0.0,20.47,6.94,5.63,0.1,0.18,0.25,0.0,1.17,0.1,5.94,0.0,0.15
100,Bush - Speech87 - Edited.txt,0.30783132530120483,1660.0,511.0,17.13888888888889,4.0,9.0,78.0,0.0,0.0,83.0,108.0,21.0,76.0,8.0,181.0,10.0,183.0,90.0,2.0,5.0,39.0,146.0,70.0,9.0,66.0,0.0,4.0,169.0,21.0,109.0,7.0,0.0,9.0,58.0,3.0,99.0,32.0,32.0,26.0,95.0,59.0,15.0,10.0,6.0,0.0,0.0,0.0,0.0,1,1585,37.79,58.72,48.38,70.85,14.54,16.97,90.6,61.07,18.8,9.84,5.11,2.97,0.88,0.44,0.44,8.96,7.26,13.5,11.86,5.87,7.7,1.83,19.56,4.42,2.46,1.64,0.5,2.9,5.62,3.97,1.58,0.32,0.5,0.06,8.9,0.0,0.0,0.0,0.76,14.13,3.66,1.2,2.33,4.23,1.01,3.6,1.26,0.57,0.44,0.25,0.5,0.38,0.0,0.0,0.0,10.09,3.66,2.59,3.09,1.01,0.69,2.97,14.13,2.08,11.17,2.08,6.5,2.78,3.34,0.25,0.13,0.5,0.57,0.13,1.01,0.0,0.06,0.38,0.57,0.0,17.67,6.5,5.24,0.0,0.13,0.44,0.0,1.58,0.0,3.79,0.0,0.0,1,1585,37.79,58.72,48.38,70.85,14.54,16.97,90.6,61.07,18.8,9.84,5.11,2.97,0.88,0.44,0.44,8.96,7.26,13.5,11.86,5.87,7.7,1.83,19.56,4.42,2.46,1.64,0.5,2.9,5.62,3.97,1.58,0.32,0.5,0.06,8.9,0.0,0.0,0.0,0.76,14.13,3.66,1.2,2.33,4.23,1.01,3.6,1.26,0.57,0.44,0.25,0.5,0.38,0.0,0.0,0.0,10.09,3.66,2.59,3.09,1.01,0.69,2.97,14.13,2.08,11.17,2.08,6.5,2.78,3.34,0.25,0.13,0.5,0.57,0.13,1.01,0.0,0.06,0.38,0.57,0.0,17.67,6.5,5.24,0.0,0.13,0.44,0.0,1.58,0.0,3.79,0.0,0.0
101,Bush - Speech125 - Edited.txt,0.2768334142787761,2059.0,570.0,19.25423728813559,12.0,6.0,60.0,0.0,6.0,94.0,118.0,15.0,84.0,10.0,239.0,9.0,242.0,107.0,4.0,1.0,53.0,185.0,114.0,9.0,74.0,0.0,6.0,205.0,19.0,137.0,2.0,2.0,8.0,72.0,2.0,124.0,38.0,35.0,43.0,115.0,58.0,11.0,17.0,8.0,6.0,0.0,0.0,0.0,1,1974,45.75,77.79,38.51,82.14,16.73,19.5,90.98,59.27,19.0,9.37,3.5,3.8,0.71,0.96,0.41,9.63,6.94,13.78,10.44,5.88,6.59,1.27,19.5,2.79,1.42,1.27,0.96,2.84,5.27,4.2,1.06,0.0,0.15,0.35,10.84,0.2,0.0,0.0,1.17,12.97,3.85,0.71,1.77,3.8,1.37,2.94,1.52,0.46,0.91,0.15,0.56,0.25,0.15,0.0,0.1,12.01,5.02,1.77,3.75,2.08,0.51,3.44,14.08,2.13,11.7,2.89,6.89,2.94,3.24,0.25,0.51,0.91,0.05,0.05,0.76,0.0,0.0,0.35,0.41,0.0,15.5,5.83,4.76,0.05,0.15,0.2,0.0,0.81,0.61,3.09,0.0,0.0,1,1974,45.75,77.79,38.51,82.14,16.73,19.5,90.98,59.27,19.0,9.37,3.5,3.8,0.71,0.96,0.41,9.63,6.94,13.78,10.44,5.88,6.59,1.27,19.5,2.79,1.42,1.27,0.96,2.84,5.27,4.2,1.06,0.0,0.15,0.35,10.84,0.2,0.0,0.0,1.17,12.97,3.85,0.71,1.77,3.8,1.37,2.94,1.52,0.46,0.91,0.15,0.56,0.25,0.15,0.0,0.1,12.01,5.02,1.77,3.75,2.08,0.51,3.44,14.08,2.13,11.7,2.89,6.89,2.94,3.24,0.25,0.51,0.91,0.05,0.05,0.76,0.0,0.0,0.35,0.41,0.0,15.5,5.83,4.76,0.05,0.15,0.2,0.0,0.81,0.61,3.09,0.0,0.0
102,Bush - Speech3 - Edited.txt,0.2817204301075269,2325.0,655.0,17.841379310344827,14.0,13.0,112.0,0.0,0.0,114.0,145.0,34.0,116.0,9.0,241.0,12.0,242.0,110.0,7.0,2.0,50.0,227.0,123.0,6.0,75.0,1.0,6.0,230.0,18.0,152.0,1.0,1.0,17.0,91.0,3.0,150.0,48.0,44.0,54.0,144.0,66.0,17.0,21.0,10.0,0.0,0.0,0.0,0.0,1,2192,36.39,44.93,56.25,44.11,15.01,15.65,90.01,61.68,18.89,9.99,6.07,1.87,0.68,0.91,0.46,8.9,6.84,14.32,12.32,5.84,7.62,2.33,21.58,2.92,1.82,1.46,0.68,2.33,4.29,2.51,1.51,0.27,0.5,0.32,7.71,0.0,0.05,0.0,1.09,13.55,3.33,1.23,1.6,3.47,1.96,3.15,2.51,1.19,0.87,0.46,0.41,0.18,0.18,0.0,0.09,8.44,2.19,0.96,3.6,1.37,0.68,3.83,14.92,2.1,11.91,2.42,7.53,2.28,3.19,0.27,0.18,0.59,0.09,0.09,0.59,0.0,0.09,0.23,0.32,0.0,18.66,6.52,5.2,0.14,0.32,0.32,0.0,1.32,0.0,4.74,0.0,0.09,1,2192,36.39,44.93,56.25,44.11,15.01,15.65,90.01,61.68,18.89,9.99,6.07,1.87,0.68,0.91,0.46,8.9,6.84,14.32,12.32,5.84,7.62,2.33,21.58,2.92,1.82,1.46,0.68,2.33,4.29,2.51,1.51,0.27,0.5,0.32,7.71,0.0,0.05,0.0,1.09,13.55,3.33,1.23,1.6,3.47,1.96,3.15,2.51,1.19,0.87,0.46,0.41,0.18,0.18,0.0,0.09,8.44,2.19,0.96,3.6,1.37,0.68,3.83,14.92,2.1,11.91,2.42,7.53,2.28,3.19,0.27,0.18,0.59,0.09,0.09,0.59,0.0,0.09,0.23,0.32,0.0,18.66,6.52,5.2,0.14,0.32,0.32,0.0,1.32,0.0,4.74,0.0,0.09
103,Bush - Speech54 - Edited.txt,0.25149324111914495,3181.0,800.0,18.22680412371134,11.0,4.0,120.0,4.0,0.0,150.0,194.0,54.0,138.0,30.0,351.0,13.0,317.0,130.0,6.0,5.0,74.0,292.0,125.0,15.0,93.0,1.0,10.0,374.0,26.0,238.0,6.0,1.0,17.0,121.0,3.0,219.0,93.0,67.0,42.0,178.0,92.0,15.0,24.0,18.0,0.0,0.0,0.0,0.0,1,2993,32.18,56.11,50.33,69.84,15.12,15.47,89.91,61.81,19.71,11.19,5.21,2.14,1.14,1.4,1.3,8.52,6.88,13.4,11.79,6.31,7.12,2.77,21.32,3.01,1.97,1.67,1.14,2.74,4.28,3.24,0.9,0.13,0.37,0.03,10.59,0.0,0.07,0.0,1.57,14.3,3.17,1.64,2.21,3.21,1.8,4.28,2.17,0.67,1.07,0.33,0.3,0.13,0.07,0.03,0.1,7.75,3.07,0.94,2.41,1.44,0.47,4.64,15.14,1.97,11.99,2.31,6.52,3.51,1.57,0.17,0.23,0.57,0.2,0.0,0.9,0.07,0.2,0.13,0.47,0.0,18.74,6.55,5.05,0.3,0.1,0.33,0.0,1.47,0.0,4.61,0.0,0.33,1,2993,32.18,56.11,50.33,69.84,15.12,15.47,89.91,61.81,19.71,11.19,5.21,2.14,1.14,1.4,1.3,8.52,6.88,13.4,11.79,6.31,7.12,2.77,21.32,3.01,1.97,1.67,1.14,2.74,4.28,3.24,0.9,0.13,0.37,0.03,10.59,0.0,0.07,0.0,1.57,14.3,3.17,1.64,2.21,3.21,1.8,4.28,2.17,0.67,1.07,0.33,0.3,0.13,0.07,0.03,0.1,7.75,3.07,0.94,2.41,1.44,0.47,4.64,15.14,1.97,11.99,2.31,6.52,3.51,1.57,0.17,0.23,0.57,0.2,0.0,0.9,0.07,0.2,0.13,0.47,0.0,18.74,6.55,5.05,0.3,0.1,0.33,0.0,1.47,0.0,4.61,0.0,0.33
104,Bush - Speech127 - Edited.txt,0.23119410836401894,3802.0,879.0,16.66269841269841,8.0,12.0,152.0,0.0,1.0,144.0,252.0,27.0,144.0,30.0,405.0,14.0,408.0,215.0,9.0,6.0,81.0,448.0,140.0,18.0,127.0,0.0,7.0,364.0,44.0,262.0,10.0,1.0,18.0,127.0,3.0,228.0,50.0,82.0,85.0,219.0,157.0,22.0,25.0,25.0,1.0,0.0,0.0,0.0,1,3607,47.68,68.91,54.16,84.79,14.31,17.97,90.46,57.53,17.3,9.37,3.58,2.74,1.69,0.83,0.53,7.93,7.51,13.36,11.45,5.32,6.29,2.27,21.21,3.91,1.91,1.58,1.11,2.36,5.77,4.49,1.14,0.08,0.36,0.19,9.9,0.03,0.08,0.0,0.94,14.03,3.85,1.75,1.72,3.05,1.77,3.55,1.94,0.86,0.42,0.64,0.36,0.08,0.11,0.0,0.17,10.29,3.77,2.27,2.47,2.11,0.67,2.91,15.28,1.86,13.2,2.88,7.73,3.22,4.02,0.22,0.3,2.0,0.06,0.0,0.58,0.0,0.0,0.17,0.42,0.0,17.6,7.51,4.02,0.03,0.19,0.25,0.0,0.78,0.06,4.66,0.0,0.11,1,3607,47.68,68.91,54.16,84.79,14.31,17.97,90.46,57.53,17.3,9.37,3.58,2.74,1.69,0.83,0.53,7.93,7.51,13.36,11.45,5.32,6.29,2.27,21.21,3.91,1.91,1.58,1.11,2.36,5.77,4.49,1.14,0.08,0.36,0.19,9.9,0.03,0.08,0.0,0.94,14.03,3.85,1.75,1.72,3.05,1.77,3.55,1.94,0.86,0.42,0.64,0.36,0.08,0.11,0.0,0.17,10.29,3.77,2.27,2.47,2.11,0.67,2.91,15.28,1.86,13.2,2.88,7.73,3.22,4.02,0.22,0.3,2.0,0.06,0.0,0.58,0.0,0.0,0.17,0.42,0.0,17.6,7.51,4.02,0.03,0.19,0.25,0.0,0.78,0.06,4.66,0.0,0.11
105,Bush - Speech18 - Edited.txt,0.25989304812834224,2805.0,729.0,21.12837837837838,12.0,3.0,124.0,0.0,3.0,170.0,148.0,35.0,123.0,4.0,308.0,24.0,342.0,167.0,10.0,0.0,80.0,292.0,94.0,11.0,108.0,3.0,1.0,260.0,25.0,193.0,5.0,1.0,14.0,95.0,6.0,189.0,43.0,53.0,61.0,144.0,72.0,11.0,20.0,11.0,1.0,0.0,0.0,0.0,1,2671,48.14,59.31,56.97,59.82,18.05,17.41,90.49,59.94,16.47,9.02,4.12,2.43,1.46,0.45,0.56,7.45,7.3,14.68,11.64,5.84,7.23,2.4,20.22,3.52,2.17,1.27,0.26,2.92,5.02,3.33,1.54,0.26,0.3,0.22,8.99,0.07,0.04,0.0,0.52,15.28,3.56,1.72,2.7,3.82,1.57,3.97,1.83,0.67,0.67,0.45,0.71,0.07,0.6,0.04,0.04,9.62,3.33,1.68,2.77,1.61,0.79,3.59,14.08,1.65,13.55,2.55,8.16,3.52,1.98,0.26,0.11,0.26,0.07,0.11,0.9,0.04,0.0,0.3,0.52,0.0,18.01,5.43,6.36,0.11,0.22,0.3,0.0,1.42,0.15,3.93,0.0,0.07,1,2671,48.14,59.31,56.97,59.82,18.05,17.41,90.49,59.94,16.47,9.02,4.12,2.43,1.46,0.45,0.56,7.45,7.3,14.68,11.64,5.84,7.23,2.4,20.22,3.52,2.17,1.27,0.26,2.92,5.02,3.33,1.54,0.26,0.3,0.22,8.99,0.07,0.04,0.0,0.52,15.28,3.56,1.72,2.7,3.82,1.57,3.97,1.83,0.67,0.67,0.45,0.71,0.07,0.6,0.04,0.04,9.62,3.33,1.68,2.77,1.61,0.79,3.59,14.08,1.65,13.55,2.55,8.16,3.52,1.98,0.26,0.11,0.26,0.07,0.11,0.9,0.04,0.0,0.3,0.52,0.0,18.01,5.43,6.36,0.11,0.22,0.3,0.0,1.42,0.15,3.93,0.0,0.07
106,Bush - Speech20 - Edited.txt,0.2887588800668617,2393.0,691.0,21.524193548387096,9.0,9.0,94.0,0.0,1.0,148.0,124.0,39.0,106.0,7.0,223.0,20.0,290.0,120.0,6.0,3.0,49.0,251.0,120.0,10.0,95.0,1.0,8.0,202.0,23.0,164.0,5.0,1.0,15.0,95.0,5.0,138.0,35.0,74.0,45.0,106.0,86.0,13.0,14.0,23.0,1.0,2.0,0.0,1.0,1,2289,51.44,68.92,54.44,68.64,18.46,18.17,89.25,59.63,16.16,8.61,3.45,3.41,0.61,0.83,0.31,7.56,6.51,15.68,10.66,6.64,7.34,1.83,19.13,3.98,2.1,1.79,0.66,1.92,4.98,3.54,1.27,0.22,0.17,0.13,9.74,0.0,0.31,0.04,0.92,13.94,3.32,1.57,2.18,3.06,2.05,3.54,1.83,0.83,0.35,0.52,0.48,0.09,0.22,0.0,0.17,11.14,4.89,2.01,3.1,1.18,0.83,2.62,13.06,2.62,14.37,3.01,8.34,3.54,2.58,0.44,0.09,0.61,0.35,0.0,0.79,0.0,0.0,0.26,0.52,0.0,17.34,5.46,6.47,0.17,0.31,0.13,0.0,1.53,0.09,3.01,0.0,0.17,1,2289,51.44,68.92,54.44,68.64,18.46,18.17,89.25,59.63,16.16,8.61,3.45,3.41,0.61,0.83,0.31,7.56,6.51,15.68,10.66,6.64,7.34,1.83,19.13,3.98,2.1,1.79,0.66,1.92,4.98,3.54,1.27,0.22,0.17,0.13,9.74,0.0,0.31,0.04,0.92,13.94,3.32,1.57,2.18,3.06,2.05,3.54,1.83,0.83,0.35,0.52,0.48,0.09,0.22,0.0,0.17,11.14,4.89,2.01,3.1,1.18,0.83,2.62,13.06,2.62,14.37,3.01,8.34,3.54,2.58,0.44,0.09,0.61,0.35,0.0,0.79,0.0,0.0,0.26,0.52,0.0,17.34,5.46,6.47,0.17,0.31,0.13,0.0,1.53,0.09,3.01,0.0,0.17
107,Bush - Speech130 - Edited.txt,0.3072289156626506,1660.0,510.0,18.595959595959595,3.0,6.0,65.0,0.0,0.0,82.0,99.0,7.0,68.0,4.0,176.0,7.0,175.0,86.0,1.0,1.0,33.0,164.0,57.0,4.0,57.0,5.0,6.0,163.0,16.0,129.0,0.0,0.0,9.0,73.0,4.0,107.0,19.0,43.0,38.0,98.0,67.0,12.0,20.0,9.0,0.0,0.0,2.0,0.0,1,1576,34.68,53.81,50.44,74.25,15.6,17.32,90.29,61.74,18.53,9.52,4.63,1.97,0.89,1.27,0.76,9.01,6.54,14.28,12.82,6.85,6.98,2.09,22.46,3.11,1.14,2.22,0.44,2.54,5.14,3.87,1.27,0.19,0.38,0.06,8.57,0.13,0.0,0.06,1.4,15.86,3.62,2.03,1.21,4.38,2.47,3.74,1.33,0.44,0.7,0.19,0.32,0.0,0.25,0.0,0.06,9.96,2.41,2.03,3.87,2.09,0.7,3.11,15.8,3.11,11.55,2.54,5.84,3.36,2.73,0.25,0.13,0.25,0.13,0.13,0.95,0.0,0.13,0.25,0.51,0.0,17.89,6.6,5.27,0.0,0.19,0.0,0.0,0.57,0.0,5.14,0.0,0.13,1,1576,34.68,53.81,50.44,74.25,15.6,17.32,90.29,61.74,18.53,9.52,4.63,1.97,0.89,1.27,0.76,9.01,6.54,14.28,12.82,6.85,6.98,2.09,22.46,3.11,1.14,2.22,0.44,2.54,5.14,3.87,1.27,0.19,0.38,0.06,8.57,0.13,0.0,0.06,1.4,15.86,3.62,2.03,1.21,4.38,2.47,3.74,1.33,0.44,0.7,0.19,0.32,0.0,0.25,0.0,0.06,9.96,2.41,2.03,3.87,2.09,0.7,3.11,15.8,3.11,11.55,2.54,5.84,3.36,2.73,0.25,0.13,0.25,0.13,0.13,0.95,0.0,0.13,0.25,0.51,0.0,17.89,6.6,5.27,0.0,0.19,0.0,0.0,0.57,0.0,5.14,0.0,0.13
108,Bush - Speech88 - Edited.txt,0.28402865571007163,2373.0,674.0,18.654929577464788,12.0,1.0,87.0,0.0,0.0,128.0,142.0,42.0,108.0,20.0,257.0,5.0,257.0,131.0,2.0,4.0,51.0,237.0,124.0,11.0,75.0,3.0,4.0,237.0,32.0,163.0,3.0,0.0,8.0,81.0,2.0,130.0,59.0,50.0,55.0,113.0,70.0,6.0,20.0,19.0,0.0,0.0,0.0,0.0,1,2257,43.94,61.01,51.49,65.23,15.89,17.24,89.41,58.48,17.9,10.15,4.47,2.35,1.06,1.82,0.44,7.75,6.78,13.78,10.63,5.36,7.67,2.08,18.74,3.23,1.42,1.91,1.15,2.7,5.45,3.72,1.64,0.09,0.53,0.27,9.57,0.0,0.04,0.04,1.82,13.96,3.77,1.86,1.95,3.1,1.6,3.63,1.82,0.62,0.71,0.49,0.97,0.22,0.58,0.0,0.18,10.46,3.19,1.64,3.19,2.44,0.93,3.37,12.8,1.68,13.11,1.95,7.8,4.08,2.22,0.31,0.35,0.27,0.35,0.09,0.35,0.0,0.0,0.09,0.27,0.0,18.12,6.16,5.67,0.27,0.04,0.18,0.0,1.95,0.0,3.68,0.0,0.18,1,2257,43.94,61.01,51.49,65.23,15.89,17.24,89.41,58.48,17.9,10.15,4.47,2.35,1.06,1.82,0.44,7.75,6.78,13.78,10.63,5.36,7.67,2.08,18.74,3.23,1.42,1.91,1.15,2.7,5.45,3.72,1.64,0.09,0.53,0.27,9.57,0.0,0.04,0.04,1.82,13.96,3.77,1.86,1.95,3.1,1.6,3.63,1.82,0.62,0.71,0.49,0.97,0.22,0.58,0.0,0.18,10.46,3.19,1.64,3.19,2.44,0.93,3.37,12.8,1.68,13.11,1.95,7.8,4.08,2.22,0.31,0.35,0.27,0.35,0.09,0.35,0.0,0.0,0.09,0.27,0.0,18.12,6.16,5.67,0.27,0.04,0.18,0.0,1.95,0.0,3.68,0.0,0.18
109,Bush - Speech27 - Edited.txt,0.2574903589439336,3371.0,868.0,17.30275229357798,13.0,8.0,121.0,0.0,5.0,172.0,218.0,51.0,138.0,16.0,346.0,18.0,371.0,196.0,9.0,10.0,58.0,329.0,148.0,10.0,118.0,1.0,2.0,372.0,41.0,231.0,7.0,2.0,20.0,115.0,4.0,208.0,118.0,53.0,49.0,164.0,100.0,21.0,25.0,20.0,5.0,0.0,1.0,0.0,1,3209,46.73,65.51,41.8,71.93,14.72,16.08,89.44,59.8,18.42,11.06,4.67,2.49,1.03,2.43,0.44,7.35,7.29,14.4,10.97,5.33,6.7,2.37,20.01,4.3,2.37,1.62,0.75,2.18,4.64,3.49,1.03,0.19,0.22,0.06,11.0,0.0,0.16,0.03,2.49,13.15,3.27,1.68,2.06,3.27,0.97,3.49,2.24,1.06,0.56,0.59,0.34,0.19,0.06,0.0,0.09,9.29,3.8,1.28,2.87,1.68,0.62,4.55,12.9,1.37,12.81,2.49,8.1,2.84,2.12,0.25,0.16,1.15,0.0,0.06,0.69,0.0,0.0,0.25,0.44,0.0,18.73,6.95,5.36,0.31,0.12,0.41,0.0,1.5,0.31,3.58,0.0,0.19,1,3209,46.73,65.51,41.8,71.93,14.72,16.08,89.44,59.8,18.42,11.06,4.67,2.49,1.03,2.43,0.44,7.35,7.29,14.4,10.97,5.33,6.7,2.37,20.01,4.3,2.37,1.62,0.75,2.18,4.64,3.49,1.03,0.19,0.22,0.06,11.0,0.0,0.16,0.03,2.49,13.15,3.27,1.68,2.06,3.27,0.97,3.49,2.24,1.06,0.56,0.59,0.34,0.19,0.06,0.0,0.09,9.29,3.8,1.28,2.87,1.68,0.62,4.55,12.9,1.37,12.81,2.49,8.1,2.84,2.12,0.25,0.16,1.15,0.0,0.06,0.69,0.0,0.0,0.25,0.44,0.0,18.73,6.95,5.36,0.31,0.12,0.41,0.0,1.5,0.31,3.58,0.0,0.19
110,Bush - Speech117 - Edited.txt,0.2982131854590265,1623.0,484.0,17.980198019801982,7.0,7.0,58.0,0.0,0.0,91.0,101.0,10.0,72.0,8.0,151.0,5.0,193.0,83.0,6.0,7.0,42.0,166.0,63.0,9.0,54.0,0.0,0.0,170.0,19.0,111.0,3.0,1.0,3.0,62.0,1.0,109.0,40.0,50.0,30.0,83.0,47.0,11.0,8.0,7.0,0.0,0.0,0.0,0.0,1,1568,45.9,59.32,78.97,81.07,15.52,16.71,92.09,59.82,17.79,9.95,5.04,2.1,0.64,0.83,1.34,7.84,6.51,14.86,11.8,5.61,6.95,1.59,20.79,4.02,2.49,1.02,0.77,2.36,5.04,4.02,0.96,0.13,0.32,0.19,9.5,0.0,0.0,0.0,0.89,13.84,3.44,1.72,1.34,3.19,2.17,3.25,1.21,0.13,0.57,0.26,0.38,0.13,0.06,0.0,0.19,8.55,2.81,1.98,2.61,1.85,0.64,3.83,14.22,2.61,16.26,3.89,9.5,3.89,2.61,0.45,0.38,1.02,0.0,0.06,0.64,0.0,0.0,0.26,0.32,0.06,16.2,6.12,5.8,0.06,0.26,0.38,0.0,0.45,0.0,3.0,0.0,0.13,1,1568,45.9,59.32,78.97,81.07,15.52,16.71,92.09,59.82,17.79,9.95,5.04,2.1,0.64,0.83,1.34,7.84,6.51,14.86,11.8,5.61,6.95,1.59,20.79,4.02,2.49,1.02,0.77,2.36,5.04,4.02,0.96,0.13,0.32,0.19,9.5,0.0,0.0,0.0,0.89,13.84,3.44,1.72,1.34,3.19,2.17,3.25,1.21,0.13,0.57,0.26,0.38,0.13,0.06,0.0,0.19,8.55,2.81,1.98,2.61,1.85,0.64,3.83,14.22,2.61,16.26,3.89,9.5,3.89,2.61,0.45,0.38,1.02,0.0,0.06,0.64,0.0,0.0,0.26,0.32,0.06,16.2,6.12,5.8,0.06,0.26,0.38,0.0,0.45,0.0,3.0,0.0,0.13
111,Bush - Speech36 - Edited.txt,0.27755102040816326,2205.0,612.0,19.228346456692915,17.0,4.0,80.0,0.0,0.0,108.0,127.0,27.0,105.0,12.0,237.0,14.0,256.0,116.0,7.0,1.0,58.0,217.0,129.0,9.0,87.0,6.0,2.0,181.0,24.0,152.0,0.0,1.0,21.0,69.0,2.0,126.0,39.0,35.0,52.0,97.0,77.0,17.0,20.0,11.0,0.0,0.0,0.0,0.0,1,2131,50.06,65.51,39.95,84.52,16.78,17.74,87.42,59.74,15.53,7.98,3.33,3.28,0.8,0.28,0.28,7.56,7.51,14.64,11.31,5.91,8.12,2.21,18.49,3.28,1.69,1.74,1.41,2.06,5.02,4.18,0.84,0.14,0.38,0.05,10.04,0.09,0.14,0.0,0.47,13.75,2.53,1.6,2.16,2.72,1.83,4.6,1.97,0.84,0.89,0.23,0.42,0.19,0.09,0.0,0.09,10.32,5.3,1.31,1.97,1.97,0.47,3.33,12.95,1.74,11.45,1.31,8.07,2.25,1.64,0.14,0.09,0.23,0.05,0.09,0.52,0.0,0.0,0.14,0.38,0.0,17.32,6.76,5.07,0.09,0.19,0.28,0.0,1.83,0.0,2.91,0.0,0.19,1,2131,50.06,65.51,39.95,84.52,16.78,17.74,87.42,59.74,15.53,7.98,3.33,3.28,0.8,0.28,0.28,7.56,7.51,14.64,11.31,5.91,8.12,2.21,18.49,3.28,1.69,1.74,1.41,2.06,5.02,4.18,0.84,0.14,0.38,0.05,10.04,0.09,0.14,0.0,0.47,13.75,2.53,1.6,2.16,2.72,1.83,4.6,1.97,0.84,0.89,0.23,0.42,0.19,0.09,0.0,0.09,10.32,5.3,1.31,1.97,1.97,0.47,3.33,12.95,1.74,11.45,1.31,8.07,2.25,1.64,0.14,0.09,0.23,0.05,0.09,0.52,0.0,0.0,0.14,0.38,0.0,17.32,6.76,5.07,0.09,0.19,0.28,0.0,1.83,0.0,2.91,0.0,0.19
